Record Count,Loaded to Repository,Survey,Year,Species Code,Common Name,Scientific Name,Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Length (mm),Number of Males,Number of Females,Number Unsexed,Total Number
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,320,37332,0,0,37332
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,340,18666,0,0,18666
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,350,0,18666,0,18666
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,360,13410,0,0,13410
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,370,164681,322092,0,486773
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,380,0,775907,0,775907
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,390,151272,0,0,151272
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,400,169938,322092,0,492029
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,410,492029,966275,0,1458304
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,420,1660317,644183,0,2304501
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,430,1950334,694925,0,2645258
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,440,4458612,1938056,0,6396668
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,450,2241552,4759391,0,7000943
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,460,2242434,5878952,0,8121386
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,470,1697719,2125597,0,3823316
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,480,2495119,3327975,0,5823094
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,490,531376,1188156,0,1719532
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,500,334619,1656263,0,1990882
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,510,670120,559077,0,1229197
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,520,55998,442240,0,498238
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,530,37332,18666,0,55998
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,540,0,45485,0,45485
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,550,0,164681,0,164681
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,40,0,0,83716,83716
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,50,0,0,25115,25115
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,190,11169,0,0,11169
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,280,0,38088,0,38088
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,340,0,38088,0,38088
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,350,4080,0,0,4080
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,370,4080,53128,0,57208
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,380,8160,65320,0,73479
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,390,53128,5039,0,58168
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,400,204806,91432,0,296238
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,410,346245,81591,0,427836
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,420,689966,159088,0,849054
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,430,1085638,352628,0,1438266
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,440,1674889,991232,0,2666121
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,450,1824120,1375146,0,3199266
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,460,2357369,1333662,0,3691032
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,470,2398862,1303157,0,3702019
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,480,1278032,1559814,0,2837847
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,490,534503,1202229,0,1736732
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,500,297226,1053356,0,1350582
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,510,337238,488856,0,826094
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,520,103408,226604,0,330012
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,530,53128,174358,0,227486
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,540,38088,80506,0,118595
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,550,0,49258,0,49258
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,570,0,64298,0,64298
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,580,38088,0,0,38088
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,670,0,11169,0,11169
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,130,0,0,13287,13287
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,140,0,0,93006,93006
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,150,25013,46938,53146,125097
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,160,46938,0,53146,100085
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,170,46938,0,0,46938
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,180,46938,0,0,46938
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,230,106303,212606,0,318909
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,240,318909,106303,0,425212
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,250,425212,744120,0,1169332
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,260,1063029,425212,0,1488240
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,270,637817,1063029,0,1700846
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,280,1063029,637817,0,1700846
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,290,318909,425212,0,744120
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,300,744120,212606,0,956726
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,310,106303,0,0,106303
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,390,13293,0,0,13293
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,400,0,106303,0,106303
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,420,106303,13293,0,119596
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,440,0,13293,0,13293
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,450,13293,106303,0,119596
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,460,218283,106303,0,324586
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,470,464194,518798,0,982992
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,480,364464,610666,0,975130
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,490,977060,1123231,0,2100291
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,500,1228653,464485,0,1693138
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,510,895635,625726,0,1521361
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,520,716413,882293,0,1598706
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,530,661859,1379842,0,2041701
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,540,1359224,406351,0,1765575
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,550,1090180,1271821,0,2362001
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,560,707175,557990,0,1265165
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,570,648468,967638,0,1616105
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,580,574944,910493,0,1485437
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,590,256588,834648,0,1091236
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,600,25013,71951,0,96963
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,610,383296,13293,13287,409875
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,620,0,191648,0,191648
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,630,0,71951,0,71951
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,640,46938,263599,0,310537
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,650,46938,25013,0,71951
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,660,46938,0,0,46938
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,670,0,0,13287,13287
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,680,25013,0,0,25013
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,710,13342,0,0,13342
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,130,0,0,28997,28997
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,140,0,0,162507,162507
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,150,0,0,632624,632624
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,160,0,0,1030752,1030752
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,170,22893,0,773207,796100
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,180,0,45786,198074,243859
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,190,0,0,58637,58637
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,340,15141,0,0,15141
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,350,15141,0,0,15141
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,360,0,15141,0,15141
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,370,0,15141,0,15141
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,380,22893,0,0,22893
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,420,22893,0,0,22893
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,440,22893,33919,0,56811
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,450,33919,82979,0,116897
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,460,124648,45786,0,170434
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,470,192486,105871,0,298357
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,480,135674,90730,0,226404
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,490,0,215378,0,215378
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,500,56811,135674,0,192486
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,510,33919,101756,0,135674
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,520,33919,101756,0,135674
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,530,45786,33919,0,79704
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,540,0,56811,0,56811
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,550,0,33919,0,33919
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,560,0,22893,0,22893
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,580,0,33919,0,33919
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,150,41632,62448,0,104080
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,160,20816,20816,0,41632
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,170,0,20816,0,20816
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,300,0,31682,0,31682
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,320,20816,0,0,20816
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,360,31682,0,0,31682
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,370,31682,0,0,31682
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,380,31682,70528,0,102210
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,390,0,31682,0,31682
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,400,102210,126729,0,228939
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,410,63364,165575,0,228939
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,420,609126,95047,0,704172
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,430,693981,528406,0,1222387
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,440,514079,338313,0,852392
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,450,743018,348504,0,1091523
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,460,971957,401677,0,1373635
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,470,567252,306631,0,873883
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,480,606098,637780,0,1243878
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,490,323986,588743,0,912729
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,500,133892,518215,0,652107
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,510,158411,384322,0,542733
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,520,369995,31682,0,401677
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,530,63364,204420,0,267785
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,540,102210,95047,0,197257
1,2017-09-25 17:29:30,GOA,1984,21740,walleye pollock,Gadus chalcogrammus,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,550,102210,141056,0,243266
